Termék neve;Kiszerelés neve;TK szám;Hatóanyag;Forg Eng Jog;ATC kód 1/ATC kód 2;A hiány kezdete;A hiány tervezett vége;A hiány oka;Javaslat a hiánykészítmény pótlására;
"ROSUVASTATIN SANDOZ 20 mg filmtabletta;""60 X   - buborékcsomagolásban"";""OGYI-T-21423/12"";""rosuvastatin"";""Sandoz Hungária Kft."";""C10AA07"";""2025-02-27 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"ROSUVASTATIN SANDOZ 20 mg filmtabletta;""90 X   - buborékcsomagolásban"";""OGYI-T-21423/19"";""rosuvastatin"";""Sandoz Hungária Kft."";""C10AA07"";""2024-01-16 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"ROZEX 7,5 mg/g gél;""1 X 30 g Al tubusban"";""OGYI-T-08902/02"";""metronidazole"";""Galderma International"";""D06BX01"";""2020-04-16 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag más gyógyszerformában elérhetõ"";"
"ROZEX 7,5 mg/g krém;""1 X 30 g Al tubusban"";""OGYI-T-08902/10"";""metronidazole"";""Galderma International"";""D06BX01"";""2020-10-01 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"ROZEX 7,5 mg/g külsõleges emulzió;""1 X 30 g tubusban"";""OGYI-T-08902/05"";""metronidazole"";""Galderma International"";""D06BX01"";""2019-10-04 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"RUBOPHEN 500 mg tabletta;""10 X   - buborékcsomagolásban"";""OGYI-T-03734/01"";""paracetamol"";""Zentiva"
"RUBOPHEN THERMO 650 mg/10 mg granulátum belsõleges oldathoz;""6 X   - tasakban"";""OGYI-T-21491/02"";""paracetamol;phenylephrine"";""Zentiva"
"Rapamune 1 mg/ml belsõleges oldat;""1 X 60 ml -"";""EU/1/01/171/001"";""sirolimus"";""Pfizer Europe MA EEIG "";""L04AA10"";""2025-10-08 00:00:00"";""2025-11-07 00:00:00"";""Szállítási vagy raktározási gondok"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"Rasilez 150 mg filmtabletta;""28 X   - buborékcsomagolásban"";""EU/1/07/405/022"";""aliskiren"";""Noden Pharma DAC "";""C09XA02"";""2017-03-17 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"Rasilez 300 mg filmtabletta;""28 X   - buborékcsomagolásban"";""EU/1/07/405/032"";""aliskiren"";""Noden Pharma DAC "";""C09XA02"";""2017-03-06 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"Remicade 100 mg por oldatos infúzióhoz való koncentrátumhoz;""1 X   - -"";""EU/1/99/116/001"";""infliximab"";""Janssen Biologics B.V."";""L04AB02"";""2024-10-01 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag"
"Retacrit 30000 NE/0,75 ml oldatos injekció elõretöltött fecskendõben;""4 X 0.75 ml elõretöltött fecskendõben"";""EU/1/07/431/022"";""epoetin zeta"";""Pfizer Europe MA EEIG "";""B03XA01"";""2016-11-07 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"Retacrit 40000 NE/1,0 ml oldatos injekció elõretöltött fecskendõben;""1 X   - elõretöltött fecskendõben"";""EU/1/07/431/019"";""epoetin zeta"";""Pfizer Europe MA EEIG "";""B03XA01"";""2015-04-13 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"Reyataz 300 mg kemény kapszula;""30 X   - HDPE palackban"";""EU/1/03/267/008"";""atazanavir"";""Bristol-Myers Squibb Pharma EEIG"";""J05AE08"";""2020-02-05 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"Rotarix belsõleges szuszpenzió elõretöltött szájfeltétben;""1 X   - szájfeltét"";""EU/1/05/330/005"";""vakcina (virális)"";""GlaxoSmithKline Biologicals S.A."";""J07BH01"";""2022-09-23 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"Ruconest 2100 egység por oldatos injekcióhoz;""1 X   - injekciós üvegben"";""EU/1/10/641/001"";""conestat alfa"";""Pharming Group N.V."";""B06AC04"";""2019-11-22 00:00:00"";"""";""Adminisztratív okok"";""Egyedi import"";"
"SABACOMB 250 mikrogramm/100 mikrogramm túlnyomásos inhalációs szuszpenzió;""1 X 200 adag Al tartályban"";""OGYI-T-22713/01"";""beclometasone dipropionate"
"SALOFALK 1 g gyomornedv-ellenálló tabletta;""100 X   - buborékcsomagolásban"";""OGYI-T-01612/20"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2021-01-05 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"SALOFALK 1 g gyomornedv-ellenálló tabletta;""60 X   - buborékcsomagolásban"";""OGYI-T-01612/19"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2021-01-05 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"SALOFALK 1 g végbélkúp;""30 X   - szalagcsomagolásban"";""OGYI-T-01612/05"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2025-07-14 00:00:00"";""2025-11-30 00:00:00"";""Szállítási vagy raktározási gondok"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"SALOFALK 1000 mg retard granulátum;""100 X   - tasakban"";""OGYI-T-01612/11"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2015-07-03 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SALOFALK 1000 mg retard granulátum;""60 X   - tasakban"";""OGYI-T-01612/10"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2015-07-03 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SALOFALK 2 g/30 ml végbélszuszpenzió;""7 X 30 ml tartályban"";""OGYI-T-01612/06"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2015-08-10 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SALOFALK 500 mg bélben oldódó tabletta;""100 X   - buborékcsomagolásban"";""OGYI-T-01612/02"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2025-09-25 00:00:00"";""2025-10-31 00:00:00"";""Szállítási vagy raktározási gondok"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SALOFALK 500 mg retard granulátum;""100 X   - tasakban"";""OGYI-T-01612/09"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2015-07-03 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SALOFALK 500 mg retard granulátum;""50 X   - tasakban"";""OGYI-T-01612/08"";""mesalazine"";""Dr. Falk Pharma GmbH"";""A07EC02"";""2015-07-03 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SALSOL oldatos infúzió;""1 X 100 ml mûanyag tartályban"";""OGYI-T-03514/13"";""sodium chloride"";""Teva Gyógyszergyár Zrt."";""B05BB01"";""2025-07-01 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SALSOL oldatos infúzió;""1 X 250 ml mûanyag zsákban"";""OGYI-T-03514/18"";""sodium chloride"";""Teva Gyógyszergyár Zrt."";""B05BB01"";""2022-06-24 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SALSOL oldatos infúzió;""1 X 500 ml mûanyag zsákban"";""OGYI-T-03514/19"";""sodium chloride"";""Teva Gyógyszergyár Zrt."";""B05BB01"";""2022-06-24 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SANVAL 10 mg filmtabletta;""10 X   - buborékcsomagolásban"";""OGYI-T-08571/02"";""zolpidem tartrate"";""Sandoz Hungária Kft."";""N05CF02"";""2024-01-09 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SASTRAVI  50 mg/12,5 mg/200 mg filmtabletta;""100 X   - HDPE tartályban"";""OGYI-T-22719/02"";""levodopa;carbidopa;entacapone"";""Actavis Group PTC ehf."";""N04BA03"";""2025-10-14 00:00:00"";"""";""Gyártási gond"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"SASTRAVI  50 mg/12,5 mg/200 mg filmtabletta;""30 X   - HDPE tartályban"";""OGYI-T-22719/01"";""levodopa;carbidopa;entacapone"";""Actavis Group PTC ehf."";""N04BA03"";""2025-07-29 00:00:00"";"""";""Piaci megfontolások"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"SASTRAVI 100 mg/25 mg/200 mg filmtabletta;""100 X   - HDPE tartályban"";""OGYI-T-22719/06"";""levodopa;carbidopa;entacapone"";""Actavis Group PTC ehf."";""N04BA03"";""2024-12-17 00:00:00"";"""";""Hatóanyag"
"SASTRAVI 125 mg/31,25 mg/200 mg filmtabletta;""100 X   - HDPE tartályban"";""OGYI-T-22719/08"";""levodopa;carbidopa;entacapone"";""Actavis Group PTC ehf."";""N04BA03"";""2024-12-17 00:00:00"";"""";""Hatóanyag"
"SASTRAVI 150 mg/37,5 mg/200 mg filmtabletta;""100 X   - HDPE tartályban"";""OGYI-T-22719/10"";""levodopa;carbidopa;entacapone"";""Actavis Group PTC ehf."";""N04BA03"";""2024-11-19 00:00:00"";"""";""Gyártási gond"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"SAVULIN 500 mg filmtabletta;""5 X   - buborékcsomagolásban"";""OGYI-T-21429/06"";""levofloxacin"";""Richter Gedeon Nyrt."";""J01MA12"";""2023-10-05 00:00:00"";"""";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SAVULIN 500 mg filmtabletta;""7 X   - buborékcsomagolásban"";""OGYI-T-21429/07"";""levofloxacin"";""Richter Gedeon Nyrt."";""J01MA12"";""2023-11-15 00:00:00"";"""";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SEDUXEN 5 mg tabletta;""100 X   - HDPE tartályban"";""OGYI-T-03321/03"";""diazepam"";""Richter Gedeon Nyrt."";""N05BA01"";""2025-05-22 00:00:00"";"""";""Adminisztratív okok"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SEGOSANA 75 mg kemény kapszula;""10 X   - buborékcsomagolásban"";""OGYI-T-23663/03"";""oseltamivir phosphate"";""Zentiva"
"SEMICILLIN 250 mg kemény kapszula;""40 X   - buborékcsomagolásban"";""OGYI-T-05466/02"";""ampicillin"";""Zentiva"
"SEMICILLIN 500 mg kemény kapszula;""40 X   - buborékcsomagolásban"";""OGYI-T-05466/01"";""ampicillin"";""Zentiva"
"SERACTIL 400 mg filmtabletta;""20 X   - buborékcsomagolásban"";""OGYI-T-07307/10"";""dexibuprofen"";""Gebro Pharma GmbH"";""M01AE14"";""2025-04-02 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SERACTIL DOLO 300 mg filmtabletta;""20 X   - buborékcsomagolásban"";""OGYI-T-07307/06"";""dexibuprofen"";""Gebro Pharma GmbH"";""M01AE14"";""2025-04-02 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"SEROQUEL XR 400 mg retard tabletta;""60 X   - buborékcsomagolásban"";""OGYI-T-05863/05"";""quetiapine"";""Cheplapharm Arzneimittel GmbH"";""N05AH04"";""2025-05-31 00:00:00"";""2025-11-15 00:00:00"";""Megnövekedett igény"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SERTAGEN 50 mg filmtabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-10034/01"";""sertraline"";""Viatris Ltd."";""N06AB06"";""2025-04-09 00:00:00"";""2026-01-15 00:00:00"";""Gyártási gond"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"SEVOFLURANE PIRAMAL folyadék inhalációs gõz képzéséhez;""1 X 250 ml üvegben"";""OGYI-T-22077/01"";""sevoflurane"";""Piramal Critical Care B.V."";""N01AB08"";""2025-02-26 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SEVOFLURANE PIRAMAL folyadék inhalációs gõz képzéséhez;""1 X 250 ml üvegben"";""OGYI-T-22077/02"";""sevoflurane"";""Piramal Critical Care B.V."";""N01AB08"";""2025-04-24 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SILDENAFIL SANDOZ 100 mg tabletta;""4 X   - buborékcsomagolásban"";""OGYI-T-21105/23"";""sildenafil"";""Sandoz Hungária Kft."";""G04BE03"";""2025-07-15 00:00:00"";"""";""Piaci megfontolások"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"SILDENAFIL UPJOHN 25 mg filmtabletta;""4 X   - buborékcsomagolásban"";""OGYI-T-21636/02"";""sildenafil"";""Viatris Healthcare Ltd."";""G04BE03"";""2017-02-01 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SILDENAFIL UPJOHN 50 mg filmtabletta;""2 X   - buborékcsomagolásban"";""OGYI-T-21636/05"";""sildenafil"";""Viatris Healthcare Ltd."";""G04BE03"";""2018-04-14 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SINECOD 50 mg retard filmtabletta;""10 X   - buborékcsomagolásban"";""OGYI-T-05302/01"";""butamirate"";""Haleon Hungary Kft."";""R05DB13"";""2024-08-19 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"SINECOD 50 mg retard filmtabletta;""20 X   - buborékcsomagolásban"";""OGYI-T-05302/04"";""butamirate"";""Haleon Hungary Kft."";""R05DB13"";""2016-04-12 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SINGULAIR  4 mg granulátum;""28 X   - tasakban"";""OGYI-T-06680/02"";""montelukast"";""Organon Hungary Kft."";""R03DC03"";""2025-09-30 00:00:00"";"""";""Piaci megfontolások"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"SIRDALUD MR 6 mg retard kapszula;""10 X   - buborékcsomagolásban"";""OGYI-T-05903/05"";""Tizanidine"";""Sandoz Hungária Kft."";""M03BX02"";""2023-05-05 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag más gyógyszerformában elérhetõ"";"
"SIRDALUD MR 6 mg retard kapszula;""30 X   - buborékcsomagolásban"";""OGYI-T-05903/06"";""Tizanidine"";""Sandoz Hungária Kft."";""M03BX02"";""2023-02-14 00:00:00"";"""";""Adminisztratív okok"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SITAGLIPTIN GRINDEKS  50 mg filmtabletta;""28 X   - buborékcsomagolásban"";""OGYI-T-24036/04"";""sitagliptin"";""Grindeks AS"";""A10BH01"";""2025-02-04 00:00:00"";"""";""Szállítási vagy raktározási gondok"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SITAGLIPTIN SANDOZ  25 mg filmtabletta;""28 X   - buborékcsomagolásban"";""OGYI-T-23837/02"";""sitagliptin"";""Sandoz Hungária Kft."";""A10BH01"";""2025-09-01 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SITAGLIPTIN SANDOZ 100 mg filmtabletta;""56 X   - buborékcsomagolásban"";""OGYI-T-23837/14"";""sitagliptin"";""Sandoz Hungária Kft."";""A10BH01"";""2025-07-31 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SITAGLIPTIN/METFORMIN GRINDEKS  50 mg/850 mg filmtabletta;""56 X   - buborékcsomagolásban"";""OGYI-T-24037/02"";""sitagliptin;metformin"";""Grindeks AS"";""A10BD07"";""2025-02-04 00:00:00"";"""";""Szállítási vagy raktározási gondok"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SKOPRYL PLUS 20 mg/12,5 mg tabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-22253/01"";""lisinopril;hydrochlorothiazide"";""Alkaloid-int d.o.o."";""C09BA03"";""2021-01-04 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag"
"SMOFlipid 200 mg/ml emulziós infúzió;""10 X 500 ml üvegben"";""OGYI-T-10109/03"";""fish oil"
"SOMNOL 7,5 mg filmtabletta;""20 X   - buborékcsomagolásban"";""OGYI-T-09590/02"";""zopiclone"";""Goodwill Pharma Nyrt."";""N05CF01"";""2022-03-30 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SOOLANTRA 10 mg/g krém;""1 X 30 g tubusban"";""OGYI-T-22822/03"";""ivermectin"";""Galderma International"";""D11AX22"";""2024-09-03 00:00:00"";""2025-12-31 00:00:00"";""Szállítási vagy raktározási gondok"";""Egyedi import"";"
"SPERSALLERG 0,5 mg/ml+0,4 mg/ml oldatos szemcsepp;""1 X 10 ml tartályban"";""OGYI-T-04700/01"";""antazoline;Tetryzoline"";""Laboratoires Théa"";""S01GA52"";""2024-10-01 00:00:00"";"""";""Piaci megfontolások"";""Egyedi import"";"
"SPUTOPUR 200 mg kemény kapszula;""30 X   - üvegben"";""OGYI-T-03795/01"";""acetylcysteine"";""Wagner-Pharma Kft."";""R05CB01"";""2022-06-03 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"STACAPOLO  50 mg/12,5 mg/200 mg filmtabletta;""100 X   - HDPE tartályban"";""OGYI-T-22782/02"";""levodopa;carbidopa;entacapone"";""Vipharm S.A."";""N04BA03"";""2025-10-21 00:00:00"";""2025-12-01 00:00:00"";""Gyártási gond"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"STODETTE 0,075 mg/0,02 mg bevont tabletta;""1 X 21 - buborékcsomagolásban"";""OGYI-T-20592/01"";""gestodene;ethinylestradiol"";""PharmaSwiss Ceska Republika s.r.o"";""G03AA10"";""2025-02-20 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"STREPFEN cukormentes 8,75 mg szopogató tabletta;""16 X   - buborékcsomagolásban"";""OGYI-T-08900/11"";""flurbiprofen"";""Reckitt Benckiser Kft."";""R02AX01"";""2017-06-28 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"STROGEN UNO lágy kapszula;""120 X   - buborékcsomagolásban"";""OGYI-T-05417/05"";""serenoa repens"";""Strathmann GmbH&Co.KG"";""G04CX02"";""2018-11-01 00:00:00"";"""";""Hatóanyag"
"STROGEN UNO lágy kapszula;""30 X   - "";""OGYI-T-05417/01"";""serenoa repens"";""Strathmann GmbH&Co.KG"";""G04CX02"";""2018-11-01 00:00:00"";"""";""Hatóanyag"
"STROGEN UNO lágy kapszula;""60 X   - buborékcsomagolásban"";""OGYI-T-05417/04"";""serenoa repens"";""Strathmann GmbH&Co.KG"";""G04CX02"";""2018-11-01 00:00:00"";"""";""Hatóanyag"
"SUGAMMADEX QILU 100 mg/ml oldatos injekció;""10 X 2 ml injekciós üvegben"";""OGYI-T-24144/01"";""sugammadex"";""Qilu Pharma Spain S.L."";""V03AB35"";""2025-02-14 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag"
"SUGAMMADEX TEVA 100 mg/ml oldatos injekció;""10 X 2 ml injekciós üvegben"";""OGYI-T-24028/01"";""sugammadex"";""Teva B.V."";""V03AB35"";""2025-09-02 00:00:00"";"""";""Megnövekedett igény"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SUNITINIB PHARMASCIENCE 12,5 mg kemény kapszula;""30 X   - buborékcsomagolásban"";""OGYI-T-23945/02"";""sunitinib"";""Pharmascience International Ltd."";""L01EX01"";""2024-02-08 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SUNITINIB PHARMASCIENCE 25 mg kemény kapszula;""30 X   - buborékcsomagolásban"";""OGYI-T-23945/04"";""sunitinib"";""Pharmascience International Ltd."";""L01EX01"";""2024-02-08 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SUNITINIB PHARMASCIENCE 37,5 mg kemény kapszula;""30 X   - buborékcsomagolásban"";""OGYI-T-23945/06"";""sunitinib"";""Pharmascience International Ltd."";""L01EX01"";""2024-12-18 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SUNITINIB PHARMASCIENCE 50 mg kemény kapszula;""30 X   - buborékcsomagolásban"";""OGYI-T-23945/08"";""sunitinib"";""Pharmascience International Ltd."";""L01EX01"";""2024-12-18 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"SUNITINIB STADA 12,5 mg kemény kapszula;""30 X   - HDPE tartályban"";""OGYI-T-23524/03"";""sunitinib"";""Stada Arzneimittel AG"";""L01EX01"";""2023-06-20 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SUNITINIB STADA 25 mg kemény kapszula;""30 X   - HDPE tartályban"";""OGYI-T-23524/06"";""sunitinib"";""Stada Arzneimittel AG"";""L01EX01"";""2023-06-20 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SUNITINIB STADA 50 mg kemény kapszula;""30 X   - HDPE tartályban"";""OGYI-T-23524/09"";""sunitinib"";""Stada Arzneimittel AG"";""L01EX01"";""2023-06-20 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"SUPPOSITORIUM HAEMORRHOIDALE FoNo VII. NATURLAND;""10 X   - szalagcsomagolásban"";""OGYI-T-09898/01"";""lidocaine;bismuth subgallate;Zinc oxide;Peru Balsam;ephedrine hydrochloride"";""Naturland Magyarország Kft."";""C05A"";""2020-01-21 00:00:00"";"""";""Hatóanyag"
"SYNCUMAR MITE 1 mg tabletta;""60 X   - buborékcsomagolásban"";""OGYI-T-05965/02"";""acenocoumarol"";""Bausch Health Ireland Ltd."";""B01AA07"";""2011-10-14 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"SYNOTIREX  13 mikrogramm belsõleges oldat egyadagos tartályban;""6 X 5 - egyadagos tartályban"";""OGYI-T-23589/01"";""levothyroxine sodium"";""Ibsa Pharma Kft."";""H03AA01"";""2023-01-23 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag más gyógyszerformában elérhetõ"";"
